path	line	matches	classification	reason
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	50	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	51	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	52	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	53	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	54	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	55	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	56	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	57	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	58	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	59	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	60	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	61	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	62	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	63	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	64	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	65	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	66	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	67	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	68	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	69	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	70	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	71	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	72	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	73	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	74	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	75	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	76	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	77	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	78	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	79	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	80	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	81	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	82	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	83	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	84	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	85	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	86	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	87	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	88	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	89	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	90	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	94	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	95	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	96	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	120	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	121	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	122	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	132	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	133	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	136	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	185	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	194	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	206	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	214	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	217	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	236	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	253	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	256	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	261	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	264	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	292	2	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	293	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	296	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramSettingsCloudSync.swift	309	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	4	1	attribution/history	Provenance, historical documentation, preserved patch or required marker
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	5	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	6	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	7	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	8	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	10	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	17	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	20	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/Settings/NagramTranslationLLMKeychain.swift	26	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/BUILD	3	1	attribution/history	Provenance, historical documentation, preserved patch or required marker
Qwengram/Enhancements/SettingsSignal/BUILD	5	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/BUILD	6	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/BUILD	14	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	2	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	6	1	attribution/history	Provenance, historical documentation, preserved patch or required marker
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	8	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	9	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	10	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	14	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	17	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	26	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	27	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	31	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	34	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	43	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	44	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	48	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	51	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	60	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	61	2	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	64	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	65	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	66	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	69	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	72	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	81	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	87	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	109	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsSignal/Sources/NagramSettingsSignal.swift	114	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsUI/BUILD	3	2	attribution/history	Provenance, historical documentation, preserved patch or required marker
Qwengram/Enhancements/SettingsUI/BUILD	6	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/BUILD	7	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/BUILD	24	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/BUILD	25	1	temporary dependency	Existing metadata provider/protocol/cache
Qwengram/Enhancements/SettingsUI/BUILD	27	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/BUILD	28	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/BUILD	29	1	attribution/history	Provenance, historical documentation, preserved patch or required marker
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	7	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	17	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	18	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	19	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	22	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	29	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	34	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	39	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	40	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	42	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	43	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	45	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	91	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	136	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	141	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	144	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	172	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	175	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	177	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	178	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	194	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	215	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	219	3	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	221	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	227	3	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	230	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	233	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	245	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	246	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	248	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	258	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	259	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	272	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	275	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	277	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	278	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	279	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	282	1	necessary	Persistent identifier, signing/URL compatibility or live setting API
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	283	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	285	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	286	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	287	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	295	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	302	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	310	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	332	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	333	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	334	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	335	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	336	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	337	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	338	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	344	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	346	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	348	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	351	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	357	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	358	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	359	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	360	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	361	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	363	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	364	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	365	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	366	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	367	3	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	368	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	369	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	370	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	371	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	372	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	375	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	388	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	416	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	430	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	443	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	447	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	453	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	454	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	471	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	551	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	555	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	565	2	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	581	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	589	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	591	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	593	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	600	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	602	3	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	622	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	636	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	649	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	650	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	659	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	660	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	661	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	664	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	694	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	766	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	767	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	811	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	949	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	959	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramBottomBarSettingsController.swift	968	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramGroupProfileSettingsController.swift	4	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramGroupProfileSettingsController.swift	9	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramGroupProfileSettingsController.swift	10	1	temporary dependency	Live inherited module/type/localization identifier or integration
Qwengram/Enhancements/SettingsUI/NagramGroupProfileSettingsController.swift	12	1	temporary dependency	Live inherited module/type/localization identifier or integration
